Title,Description,Date,Location,Source,URL,Organiser
Construction Industry Scheme,"This event will explain the key points of the scheme including employment status, when and how to verify subcontractors and how to complete the monthly return. It also covers the Construction Industry Scheme online service.",Fri Jul 23 00:00:00 +0100 2010,"Oxford Road, Bournemouth",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Inspirational Leadership Skills,This one-day interactive and highly participative programme highlights leadership techniques that have evolved throughout the ages.,Fri Jul 23 00:00:00 +0100 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=27&CourseTypeID=1,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Mon Jul 26 00:00:00 +0100 2010,"John Smith Drive, Oxford Business Park South",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Mon Jul 26 00:00:00 +0100 2010,"The Enterprise Centre, Lennox House, Almondvale Boulevard, LIVINGSTON EH54 6QP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559226,Business Link
Finance,"During this workshop we will review the three key financial documents - the cash flow, the profit and loss, and the balance sheet",Mon Jul 26 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559418,Business Link
Strategies that Generate Sales Success,During this workshop delegates will explore proven strategies that underpin sustainable growth.,Tue Aug 31 00:00:00 +0100 2010,"Marriott Hotel, York",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8050,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Tue Aug 31 00:00:00 +0100 2010,"Maitlandfield House Hotel, 24 Sidegate, HADDINGTON EH41 4BZ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559868,Business Link
Trading Online,This workshop will give you the knowledge and skills to set up and manage an effective e-commerce website,Tue Aug 31 00:00:00 +0100 2010,"The Enterprise Centre, Lennox House, Almondvale Boulevard, LIVINGSTON EH54 6QP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001560335,Business Link
Basic Bookkeeping,This workshop aims to equip you with an understanding of bookkeeping principles and demonstrates why keeping financial records is so important to the success of your business.,Tue Aug 31 00:00:00 +0100 2010,"Business Gateway, Apex House, 99 Haymarket Terrace, EDINBURGH EH12 5HD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001560326,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Tue Sep 28 00:00:00 +0100 2010,Bath Racecourse,Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Wed Sep 29 00:00:00 +0100 2010,"Romsey Road, Southampton",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Marketing Your Business,This workshop will help you create a realistic marketing plan designed to improve your marketing efforts and ultimately lead to more sales,Wed Sep 29 00:00:00 +0100 2010,"Stirling Enterprise, John Player Building, Kerse Road, STIRLING FK7 7RP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001536402,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Wed Sep 29 00:00:00 +0100 2010,"Duke Street, Woking",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
How to Get Free Publicity in the Media,This seminar will provide delegates with tips on how to use the local and regional media to promote their business for free.,Wed Sep 29 00:00:00 +0100 2010,"Thirsk Racecourse, Thirsk",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8054,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Wed Sep 29 00:00:00 +0100 2010,"Fairfield Halls, Croydon",Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
Develop Your Website,"This course provides you with an overview of how to plan, develop and manage your website",Wed Sep 29 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001560212,Business Link
Bookkeeping,This workshop aims to equip you with an understanding of bookkeeping principles and demonstrates why keeping financial records is so important to the success of your business.,Wed Sep 29 00:00:00 +0100 2010,"Crichiebank Business Centre, Mill Road, Port Elphinstone, INVERURIE AB51 5NQ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564826,Business Link
Creating a First Class Customer Service - Making Customers Count,During this workshop delegates will be provided with information on how to deliver an excellent customer service.,Thu Sep 30 00:00:00 +0100 2010,"Ripon Racecourse, Ripon",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8055,Business Link
Essential Negotiation Skills,This workshop introduces delegates to the basic skills required to carry out effective negotiations.,Thu Sep 30 00:00:00 +0100 2010,"Cedar Court Hotel, Wakefield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8112,Business Link
Keeping Your Best Customers,"This course will give you the knowledge and skills to deliver a good and consistent service to your customers. It will show you how to develop a workable customer care plan, leading to better customer care and an increase in sales.",Thu May 27 00:00:00 +0100 2010,"Kingdom House, Saltire Centre, GLENROTHES KY6 2AQ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001528008,Business Link
Handling Difficult People,During this workshop delegates will be provided with tips on how to achieve business goals by improving workplace relationships.,Thu May 27 00:00:00 +0100 2010,"Kenwood Hall, Sheffield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7288,Business Link
Employment Law - Protecting your Business,During this workshop delegates will be shown how to avoid expensive employment law pitfalls.,Thu May 27 00:00:00 +0100 2010,"Village, Hull",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7352,Business Link
End of Year Expenses and Benefits (P11D) Returns,This workshop covers how to complete the annual return in respect of expenses and benefits that have been made available to employees. It will also cover the deadlines involved and methods for submission.,Thu May 27 00:00:00 +0100 2010,"Cardington Road, Bedford",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/central.htm,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Thu May 27 00:00:00 +0100 2010,"Hallingbury Road, Bishop's Stortford",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/central.htm,Business Link
Exploring Self Employment,This workshop will provide delegates with advice on the basic principles of setting up and running a business.,Thu May 27 00:00:00 +0100 2010,"Bar Convent, York",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7397,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Thu May 27 00:00:00 +0100 2010,"Kasam Stadium, Oxford",Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
Personal and Business Planning - Start Up Workshop,"It is essential to have a realistic, working business plan when you're starting up a business. This workshop shows you how to create a robust business plan",Thu May 27 00:00:00 +0100 2010,"The Business Store, 75-81 Cathcart Street, GREENOCK PA15 1DE",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001527081,Business Link
Personal and Business Planning - Start Up Workshop,"It is essential to have a realistic, working business plan when you're starting up a business. This workshop shows you how to create a robust business plan",Thu May 27 00:00:00 +0100 2010,"Business Gateway, 9B Gilmour Street, PAISLEY PA1 1DD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001527042,Business Link
Financial Forecasting,This workshop will provide delegates with information on the financial issues involved in starting and running a business.,Thu May 27 00:00:00 +0100 2010,"Kingsway Centre, Scunthorpe",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7796,Business Link
Marketing your Business,This workshop will help delegates understand the basics of market research and marketing.,Mon Jun 28 00:00:00 +0100 2010,"Stephen Joseph Theatre, Scarborough",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7437,Business Link
Marketing and Market Research - Start Up Workshop,"Getting the marketing right for your business is crucial to its success.  This workshop will help you to understand your competitors, identify your customers and understand the things you need to consider for effective marketing",Mon Jun 28 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001490599,Business Link
